23449,24412,98806,1327565,20512,102167,26491,449995,0,0
16945,11290,6301,69655,5208,10620,16468,82820,0,0
8255,2556,33502,364733,26356,38304,5918,85619,0,0
2662,564,1305,13134,1842,4198,1454,13851,44,40
6420,4664,17659,45020,11365,14679,12011,31517,57,53
3696,6600,49147,115294,7942,125806,11685,81375,50,77
8916,6542,21425,982271,16112,24277,16809,84676,57,78
9293,7204,11345,60398,6145,19926,18741,19440,61,91
8755,1970,11611,61130,11600,3394,11789,20456,69,78
6556,8632,46452,63343,9572,91786,31271,170112,69,66
975,237,1105,33417,2421,7041,3774,8540,70,70
12966,4729,17835,49532,12293,10971,9250,74237,70,57
7878,2501,14120,11910,8674,3337,10490,39696,63,56
1821,1540,2202,160719,4847,11791,1739,11355,87,57
667,379,3508,234397,1300,5910,3199,10397,78,60
13097,3687,26837,497073,20722,20909,27198,151898,75,54
3484,2366,9920,1074115,19188,12352,11021,48423,66,30
6612,2599,33227,993840,14840,21699,17639,111624,69,23
15735,3713,40273,454283,30507,36287,39438,373670,63,20
5074,2820,39056,612238,34603,42835,30499,193561,74,27
24667,6386,7461,18670,14899,19391,18232,36754,70,34
11081,13452,19512,26436,4901,18380,6041,9736,75,53
946,619,4979,140371,3750,14603,4883,24632,78,69
9173,2265,29137,203601,9410,18514,7987,72759,70,75
16036,5033,11345,190909,14395,42053,19487,121952,57,74
9925,5114,12939,105526,11711,1552,14873,11770,75,51
17376,6844,70943,245551,8005,14521,16329,11130,74,67
8242,4641,47126,48032,9193,29216,26682,22968,69,78
8273,8002,12832,18793,20595,49424,46289,97203,54,77
12997,3307,27037,471091,38044,15357,15148,193401,63,41
9802,5830,14082,735975,25782,24870,53529,422273,60,24
4694,8292,39981,515326,31716,40189,55858,87227,69,13
8796,1054,16695,111137,14742,31441,13063,168827,60,8
4022,807,6504,251212,5950,5543,3791,39274,56,14
6007,5363,42714,1392008,13413,19056,25755,152944,57,35
3959,1182,5511,158923,5822,14803,11510,81606,43,23
13832,14198,14893,1306163,27411,127798,18095,254279,43,30
2291,232,2324,709618,5756,3318,1481,11212,56,35
19950,5754,14066,47577,7484,10547,10650,8398,96,50
4829,3201,6878,255934,12443,13625,5347,355861,88,27
4899,5088,14476,59330,14469,20359,10145,30876,53,37
11220,4441,14456,37885,33251,11817,28531,125117,77,44
459,695,3384,75639,1075,5242,3764,13140,81,48
2029,2136,3327,9967,3156,2682,2756,4634,84,53
11556,2654,10008,25727,4948,14090,9122,29781,74,51
3454,3371,6329,4065,12724,13835,11219,19577,78,64
1304,1453,3746,343929,3427,3198,3336,32748,84,53
1657,879,5432,284098,3988,22547,4473,23384,67,57
6553,3527,15767,80704,5436,14035,15990,52265,64,54
15453,4875,27953,249496,18976,52491,13144,64841,53,61
2286,1314,3798,126149,1736,13945,4127,9033,48,83
9068,6455,29641,63836,14106,4747,5892,40001,57,80
9538,3210,2101,22820,17550,39440,3834,8466,80,94
8338,1779,8820,59697,8705,53831,9704,23540,77,100
7183,6893,4222,14976,9220,19018,6570,12730,94,96
2328,1272,4877,208137,2644,6736,8339,26179,83,90
8001,3440,30376,91712,6575,24039,15838,28532,63,87
2505,1225,3087,55381,3952,3421,3756,5502,81,63
7571,3140,15612,108734,23706,12576,4967,20462,100,70
7838,3634,10034,106764,16621,48081,7230,19712,100,75
1921,1080,3296,71144,4322,2793,1893,26097,100,66
8061,3585,3231,33009,6900,18084,27258,47362,87,60
9753,2309,10452,1506837,42272,80333,63541,70560,56,50
825,483,4576,931990,1812,11551,3122,39836,56,50
8790,4422,18907,459140,22753,88004,50173,175629,53,54
2921,416,8144,848932,5690,2549,7115,48242,66,51
5394,2530,21947,732531,12997,25977,37950,102257,50,40
3707,1343,7213,1194047,5096,15103,9644,45084,44,40
12723,2922,16251,37203,16697,61392,8684,76054,48,48
11380,2525,35315,13225,11554,35141,15670,42195,50,67
11244,8985,26550,20449,9269,8797,9726,23883,57,80
4787,3197,23177,47666,9734,256,5532,15928,74,87
8434,8856,13688,24855,8940,8892,8110,21261,81,84
13848,4342,21061,84559,14935,21404,32310,45900,88,75
1612,2108,3816,1825,4144,2964,812,5118,97,74
6459,3739,7455,15167,9919,4116,8791,5810,100,69
1775,651,4214,56037,3136,1867,4294,18497,100,57
14850,2176,4840,60767,14492,8186,15835,37538,100,48
2420,737,2995,12482,2646,3907,4443,18641,91,37
7174,5772,6949,24106,12835,10050,15626,15993,87,35
7970,7077,27581,4313,11221,11172,26553,30882,88,43
7251,2689,9343,3217,13554,10359,11203,37483,87,50
6770,4771,2846,27521,8163,6556,7549,5156,100,56
1011,1843,5151,94337,919,4767,2552,35550,70,50
7131,2384,8271,28520,7874,6447,16331,2506,84,50
3402,378,6763,19659,2177,3260,3868,6566,77,61
1246,875,1947,95033,2872,3910,3225,18007,60,54
13034,4754,23877,33654,14460,13350,12262,29550,88,66
8156,3728,4130,46792,24508,2747,8049,10715,88,53
7146,5462,7581,24721,16442,13710,8340,16307,96,48
1627,959,2911,267108,2315,1985,1040,27253,87,43
5104,2404,12455,24098,14427,8386,4374,20079,87,40
5812,3976,7212,14930,9628,1082,2355,6166,70,54
6294,2086,5422,40303,11522,14051,5955,48286,63,40
3236,3526,1167,6412,6814,2527,7365,10780,70,23
4134,3202,1806,12040,6323,12924,8376,11478,63,24
2726,748,3843,79450,5588,3450,3713,15101,75,40
637,523,1576,197266,1723,4360,1783,20280,66,40
5349,1150,5243,10042,8468,6622,18597,23642,60,44
2263,683,5061,18194,1769,1577,3012,8183,53,43
3575,1394,2350,9895,3948,1131,1311,2098,63,47
5032,4789,4106,32898,11129,13447,3679,7908,81,60
1793,630,6567,6973,3259,8047,2403,2108,78,83
8881,8085,5295,34778,18591,10428,11574,12255,94,80
1800,1788,1113,69994,2732,10975,998,22429,74,80
9212,4346,33908,57417,8975,11025,2716,86239,54,75
1011,1741,1445,26304,3226,3581,940,16745,53,51
7150,4386,8177,25149,15455,10709,4361,16294,48,54
5353,5336,26595,26855,6641,9667,3797,36746,50,60
7891,8207,16273,14501,9743,5680,6271,7085,66,67
4045,2258,1640,42331,6828,892,4778,10925,78,60
6045,7495,7462,111709,16536,10667,9293,66312,69,48
5429,7232,3710,7910,8882,1640,5785,4886,93,35
967,1216,673,97299,8900,878,537,7534,100,8
2285,505,2688,15993,4068,5083,1326,4189,100,30
2088,814,5267,55220,4588,4791,1651,10447,100,43
15508,3514,6791,51327,12909,13420,16820,22084,90,48
2441,2632,1851,16980,4637,12202,2515,14040,74,70
1544,1914,4481,58719,2442,4597,2094,22445,57,60
7371,5270,10446,130388,27291,8724,8928,87332,60,44
8558,3627,13468,13354,11007,2277,9535,21273,57,44
9710,3957,2977,27065,14579,9188,6405,12197,70,38
11943,5218,6487,25978,16046,3045,4791,8162,94,38
1244,1048,1954,58053,2603,2658,1717,10486,91,47
1133,2197,1356,110955,4827,9915,3319,46632,80,40
4544,1090,4441,65786,8151,6463,5790,17630,74,40
7847,7626,17918,42025,5083,10688,2405,28948,50,50
10922,2069,4673,30402,11563,21832,18111,12102,54,56
7690,7357,5166,108216,15268,28306,20627,137771,54,56
16060,14034,19437,480813,25733,46574,86279,208864,43,53
3067,1383,13847,487935,11509,21891,19387,44332,50,47
1079,338,4006,464196,2669,972,1201,12585,43,38
8732,2493,21292,124105,15228,12915,27314,29484,51,48
7703,2176,14188,52024,11221,50145,28430,148546,47,53
2420,656,11324,54862,4410,6294,3095,42895,40,50
2680,315,8433,64963,1520,5949,16306,28450,26,51
2567,1463,4666,8623,4838,4943,5405,11067,35,48
9534,3925,4965,166349,3727,9259,23489,43945,34,41
10957,7888,10367,5574,9005,21360,6728,30030,64,93
10790,1997,16095,9323,5826,9379,13394,44710,56,87
6501,3239,9019,5574,9275,10536,10205,12684,56,83
10333,4206,7661,7870,19292,12508,6888,12972,64,74
6782,6734,24223,8881,9663,4397,4986,46549,64,67
9996,4176,41193,102699,8538,50151,11402,135454,57,74
5386,5264,16546,1749005,10715,53861,19701,788180,29,50
192,119,383,40926,194,330,605,4521,4,35
49502,6788,36886,2048895,59583,339661,110191,349193,1,40
5386,1883,23813,1653969,13687,5527,8393,35203,17,38
4311,4453,80360,880650,27073,85816,16893,141288,35,66
1264,330,5332,305885,855,2498,3321,28946,30,74
107166,25291,260815,837535,272559,177397,312113,1537650,37,57
15177,3555,27759,277886,27767,30085,34946,54722,37,56
3608,6574,12318,139071,12915,15294,26642,93818,38,38
8755,3215,22843,486700,23112,17199,27209,37178,61,47
4101,4758,50866,237658,15811,78539,22347,89311,56,64
26665,4654,51771,860817,16597,36206,33569,84025,48,67
732,1093,2865,19013,7152,167,2109,6052,66,67
5016,445,10847,420241,3910,5829,6434,15141,57,74
1990,1235,3282,92073,8638,8227,2255,13063,74,64
6286,2474,10725,29049,16277,19149,13191,45404,80,60
1283,1289,4842,56136,3133,796,1792,17550,64,63
