33296,42350,63956,1359589,12952,168893,29789,313228,0,0
18091,2832,21048,1466489,17535,50826,17300,93147,0,0
3058,2093,5506,694130,5479,20319,9635,70968,0,0
15785,4123,73504,2091735,35636,30370,33961,202561,53,35
12030,3966,14614,1766328,11930,125348,18059,272632,48,38
2111,1047,29279,231404,10954,36887,2750,108151,54,47
1688,1352,11836,1103000,5580,13089,8197,235796,44,27
2837,1734,6837,208537,3062,7186,1649,28251,38,38
44468,13101,10622,1398666,29875,68020,34198,224700,54,35
4527,2134,23786,371670,7707,12924,5023,136824,51,21
7300,2430,7345,950011,6640,20809,5154,49267,69,48
10137,9587,68120,355266,18759,33962,24353,137038,70,56
4919,852,15757,36056,6001,4540,6104,95785,63,48
9917,2826,20595,2183539,40748,39438,72195,115326,83,51
4152,2364,11052,493212,5249,13769,13798,49600,81,47
3275,1187,14355,112312,6606,17226,12751,12049,90,56
5386,4293,42018,1140842,15356,28979,5577,206490,90,66
6550,3643,27516,77779,13981,28092,12476,34932,84,87
2531,895,15899,81368,1922,7201,2895,18494,80,100
17570,3069,22742,8013,7153,20459,5919,21718,75,100
9898,5027,26335,57385,10283,60671,8810,9391,87,100
4859,1824,86747,81712,15584,11477,6989,21989,84,100
22041,2214,17390,299915,14246,41740,12881,100902,93,100
2605,1150,29106,207153,2692,7866,5327,39232,77,90
10066,2188,25146,65636,16465,137168,24619,9880,77,90
5771,3243,144681,26553,10272,76601,7784,13948,61,93
1523,1038,9927,107875,2131,17618,6754,17079,54,100
6170,2577,38693,281095,13290,111519,2931,55059,63,100
1709,1378,14427,148803,3352,12711,2130,39300,51,81
6885,6284,65492,6872,16341,53097,9669,4190,66,77
12189,4421,80433,57483,13789,24452,7935,40871,75,80
4320,2548,92784,15306,13748,106162,3260,10936,77,91
11395,7305,88284,11993,16545,33575,12937,12902,90,100
10510,1840,82994,67274,9979,76701,6535,17564,78,100
3293,790,10361,133180,2847,36600,1683,6064,69,100
1505,1172,11526,41550,2740,17500,4667,19362,67,94
1598,1284,24248,17903,2051,22560,1803,1863,54,100
1481,560,9725,92889,7017,10588,1580,23895,67,84
13672,6266,88343,228293,11077,24114,15072,52023,67,75
11576,4724,55660,40729,13803,50877,14347,14221,77,83
8526,2327,72295,33514,19009,48547,9186,10196,90,75
2839,2664,77463,25126,7225,35259,5003,8049,78,96
1836,1085,7417,28418,3635,26104,1437,11679,81,100
11158,5775,34291,239286,21918,64686,8393,73828,81,90
10839,2745,60927,25001,10430,18767,6930,6341,80,91
4341,1378,11704,397023,11829,9233,4626,97511,87,57
6362,2552,26459,34748,8917,100709,8992,36293,81,60
17256,10357,38697,92108,9605,139567,6763,71980,64,66
6379,2328,208730,109604,11921,13132,2735,12202,51,75
1951,801,5448,99218,6530,30238,1203,17824,54,93
2141,658,12952,49554,3091,13782,4932,1519,64,94
8005,3322,58480,22021,17194,86944,13505,40262,78,94
7582,2167,50916,626287,12348,5480,15990,3145,97,81
971,1139,2591,193625,5424,10247,5297,35243,100,54
