6466,7840,22844,128382,5575,24612,12020,192126,0,0
2548,780,24612,1835375,5032,28862,7272,78318,0,0
7832,3345,9023,707747,14774,22083,10972,260538,0,0
5042,289,6956,134533,9300,4640,10305,84645,0,0
33336,6320,155204,1069286,52353,75507,144653,369022,0,0
2437,1659,32036,709613,5633,41143,19769,314965,30,41
49149,18120,192647,829736,107084,58075,121397,83912,30,41
2171,835,30013,1481531,4675,17304,6451,158017,30,41
1938,502,6888,716355,3182,7453,3622,30377,30,41
14149,5412,78711,2399485,34701,130054,80068,100701,30,41
32477,11884,24342,1283345,67924,64776,42489,832978,40,29
4203,3592,31721,2099447,16902,40174,54175,39001,40,29
5909,1783,15088,1243506,5976,8524,11521,42207,50,41
10312,7482,17899,519053,18666,5209,43874,178515,61,30
11599,4723,107035,612965,65992,96057,138574,126282,90,48
12701,10157,27499,1393082,47200,94232,51557,54426,90,48
33222,18267,62641,809870,45349,148072,51967,607311,90,48
11729,748,18539,55893,9219,25397,34635,71676,96,70
5453,3977,134903,86242,14519,17472,15299,74081,91,100
48366,10206,66286,1968969,80119,96537,28054,155623,91,100
11765,5126,74479,1263777,6402,13987,17164,59673,91,100
106028,25456,59751,1011772,102316,60268,56821,73955,91,100
61201,33114,147680,553939,112104,373240,173073,434546,91,100
32622,30800,109276,868446,196904,104779,71914,537344,91,100
8142,2672,4268,543843,12863,7503,4822,56674,91,100
10549,7000,24970,799037,41274,20595,22844,112400,91,100
7364,6225,31070,601448,44086,55660,21634,143427,91,100
14157,4817,27647,2338875,52063,100241,76289,455245,91,100
5607,1664,23571,797363,7086,6972,11332,35542,0,0
2053,408,2607,714116,2394,5240,3165,12735,0,0
17949,2619,18854,791399,7871,9766,30735,34996,0,0
18630,2014,36105,885069,63169,41655,16567,661862,0,0
8646,3291,6320,1215402,15069,4184,6443,20918,0,0
1631,803,5082,56885,6772,5600,7186,31909,0,0
34628,7245,28215,1148053,59845,15216,99220,351936,84,78
7183,4128,26228,1571602,52340,29027,59198,174376,84,78
1015,1451,18073,344105,5249,6667,2986,144415,51,66
18684,3558,21604,1352044,18712,87601,8809,608755,23,57
17206,6349,4977,379525,19613,13152,10636,49560,38,41
8402,3229,26917,63743,9150,2464,7996,19071,43,70
10560,3737,11064,115933,13328,31760,8289,71633,69,87
14714,2378,43393,232044,7361,12424,26736,206191,69,90
100491,79915,321383,1336926,119093,175427,39887,536481,69,90
9024,7647,26263,1027628,40744,12655,19542,42811,69,90
22275,7016,149190,1276832,120664,203715,180175,623615,54,94
894,459,4189,68717,7200,6530,2268,9833,61,90
4328,907,10194,354556,29566,31623,21079,18069,77,93
2532,4805,13862,607222,15509,6725,11666,63053,100,93
2414,1274,9968,553884,16359,3338,14319,86819,100,77
5565,2784,16133,167271,13388,12967,51486,108661,80,61
31061,7501,81496,1224648,53431,35779,84494,176921,66,56
25561,4986,73526,1085927,53769,43207,41819,201772,66,56
13891,5962,75779,1625367,68951,48586,109902,443977,66,56
1060,476,4706,714011,2644,17500,6021,16137,51,74
19915,3654,21900,1954267,10674,54764,13679,40202,41,100
2867,1362,6365,333473,5038,26682,6009,21159,40,100
3742,812,6353,557736,4377,1024,11890,99358,16,96
6104,7280,15851,423433,17562,23165,10768,44619,34,87
1625,2415,10285,60952,5896,5286,6698,21996,41,75
8546,1674,19203,301677,7463,4667,24320,112657,34,51
2338,693,2388,52614,5986,12001,5966,19699,54,75
6988,2694,13817,155736,12606,22077,19061,47129,50,74
1340,609,8870,315434,3207,17817,9862,66255,27,69
7095,4261,24633,57390,9943,20558,7046,31588,43,88
1692,763,13904,83796,2455,10572,1072,82401,35,74
2356,717,2458,54631,3042,401,2074,11671,37,66
8990,3669,16830,37135,5720,3092,6093,21979,87,53
